2024-12-23 23:56:50,Hata,Geçersiz stok veya fiyat girildi.
2024-12-23 23:57:02,Hata,Ürün adı veya kategori boşluk içeriyor.
2024-12-23 23:57:25,Hata,Geçersiz stok veya fiyat girildi.
2024-12-23 23:57:36,Hata,Aynı isimde ürün eklendi.
2024-12-23 23:57:52,Bilgi,Ürün eklendi: 221
2024-12-29 14:37:43,Bilgi,Ürün eklendi: 44
2024-12-29 14:49:35,Bilgi,Ürün eklendi: 
2024-12-29 14:51:02,Bilgi,Ürün eklendi: 
2024-12-29 14:53:59,Bilgi,Ürün eklendi: 
2024-12-29 14:56:27,Bilgi,Ürün eklendi: 
2024-12-29 15:01:25,Bilgi,Ürün eklendi: 
2024-12-29 15:07:19,Bilgi,Ürün eklendi: 
2024-12-29 15:12:11,Bilgi,Ürün eklendi: 
2024-12-29 15:36:03,Bilgi,Ürün eklendi: 
2024-12-29,16:11:35,btu59013,Hatalı giriş: stok veya fiyat pozitif değil.
2024-12-29,16:11:56,btu59013,Hatalı giriş: Aynı ürün adı bulundu.
2024-12-29,16:27:30,btu59013,Hatalı giriş: stok veya fiyat pozitif değil.
2024-12-29,17:53:46,,Hesap kilitlendi
2024-12-30,15:00:43,user1,Hesap kilitlendi
2024-12-30,15:01:12,user1,Hesap açıldı
21,2024-12-30,15:05:05,user1,Hatalı şifre,Yok
22,2024-12-30,15:26:23,kutibios,Hatalı şifre,Yok
2024-12-30,17:11:33,btu59013,Hatalı giriş: Aynı ürün adı bulundu.
2024-12-31,14:29:38,deneme,Hesap açıldı
